"STATION","NAME","DATE","PRCP"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1973-02","2.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1973-03","2.20"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1973-04","5.65"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1973-05","3.77"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1973-06","4.68"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1973-07","4.83"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1973-08","2.78"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1973-09","1.96"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1973-10","2.71"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1973-11","1.74"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1973-12","7.20"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-01","3.23"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-02","3.24"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-03","4.01"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-04","3.86"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-05","2.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-06","2.30"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-07","1.54"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-08","3.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-09","7.04"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-10","3.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-11","1.73"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1974-12","3.92"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-01","5.70"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-02","3.37"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-03","2.75"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-04","2.40"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-05","1.78"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-06","2.10"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-07","2.35"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-08","5.52"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-09","5.49"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-10","4.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-11","5.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1975-12","4.81"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-01","5.30"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-02","2.45"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-03","2.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-04","2.00"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-05","1.99"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-06","0.58"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-07","4.31"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-08","8.00"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-09","1.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-10","4.16"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-11","0.64"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1976-12","3.36"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-01","4.42"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-02","2.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-03","4.76"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-04","4.07"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-05","3.52"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-06","2.50"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-07","2.21"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-08","2.91"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-09","4.03"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-10","4.63"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-11","2.54"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1977-12","6.20"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-01","8.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-02","2.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-03","2.46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-04","1.80"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-05","4.50"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-06","1.53"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-07","1.48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-08","4.62"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-09","1.30"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-10","3.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-11","2.21"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1978-12","3.63"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-01","10.55"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-02","3.47"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-03","3.04"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-04","3.20"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-05","4.25"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-06","0.86"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-07","2.36"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-08","5.02"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-09","3.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-10","3.15"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-11","3.29"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1979-12","1.42"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-01","0.74"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-02","0.88"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-03","5.37"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-04","4.36"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-05","2.30"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-06","3.06"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-07","2.21"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-08","1.55"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-09","0.82"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-10","4.14"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-11","3.01"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1980-12","0.98"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-01","0.95"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-02","6.65"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-03","0.62"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-04","3.14"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-05","1.18"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-06","1.65"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-07","3.48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-08","1.04"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-09","2.54"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-10","3.43"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-11","4.78"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1981-12","6.27"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-01","4.70"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-02","2.66"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-03","2.17"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-04","3.42"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-05","2.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-06","13.20"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-07","4.22"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-08","2.22"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-09","1.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-10","3.19"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-11","3.42"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1982-12","1.28"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-01","5.03"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-02","5.00"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-03","9.72"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-04","6.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-05","2.95"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-06","1.07"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-07","1.07"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-08","3.28"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-09","1.06"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-10","3.74"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-11","8.89"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1983-12","4.94"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-01","2.31"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-02","7.81"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-03","6.82"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-04","4.43"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-05","8.76"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-06","3.07"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-07","4.43"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-08","1.60"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-09","1.22"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-10","5.18"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-11","1.69"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1984-12","2.93"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-01","1.12"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-02","1.83"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-03","2.29"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-04","1.63"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-05","3.37"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-06","3.94"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-07","3.52"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-08","6.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-09","3.00"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-10","1.65"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-11","6.39"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1985-12","1.22"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-01","3.42"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-02","2.84"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-03","3.42"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-04","1.59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-05","1.31"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-06","7.74"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-07","3.96"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-08","3.32"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-09","1.08"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-10","3.27"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-11","6.01"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1986-12","6.38"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-01","7.28"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-02","0.72"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-03","4.28"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04","9.46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05","1.75"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06","2.63"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07","0.82"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08","2.93"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09","7.30"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10","2.73"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11","3.49"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12","2.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-01","2.51"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-02","3.93"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-03","3.52"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-04","1.48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-05","2.86"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-06","1.29"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-07","7.62"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-08","1.11"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-09","1.29"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-10","1.60"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-11","6.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-12","1.02"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-01","0.62"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-02","2.51"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-03","3.07"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-04","3.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-05","3.55"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-06","2.84"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-07","5.09"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-08","5.92"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-09","4.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-10","5.72"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-11","4.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-12","0.81"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-01","3.78"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-02","3.60"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-03","1.71"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-04","5.94"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-05","6.53"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-06","0.69"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-07","4.08"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-08","6.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-09","1.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-10","7.36"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-11","1.39"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-12","3.19"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-01","3.25"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-02","1.58"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-03","4.33"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-04","4.85"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-05","0.93"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-06","2.89"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-07","1.95"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-08","5.27"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-09","6.32"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-10","4.27"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-11","4.06"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-12","2.59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-01","3.11"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-02","2.28"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-03","3.59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-04","2.34"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-05","1.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-06","4.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-07","2.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-08","4.26"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-09","3.46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-10","1.63"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-11","6.14"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-12","8.26"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-01","2.17"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-02","4.95"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-03","7.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-04","4.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-05","1.04"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-06","1.75"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-07","1.75"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-08","1.32"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-09","4.65"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-10","3.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-11","2.86"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-12","6.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-01","5.22"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-02","2.96"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-03","7.48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-04","2.25"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-05","5.36"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-06","0.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-07","1.80"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-08","7.04"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-09","4.59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-10","0.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-11","4.31"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-12","5.38"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-01","4.34"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-02","2.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-03","2.21"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-04","1.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-05","1.81"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-06","1.55"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-07","2.07"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-08","0.82"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-09","3.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-10","6.42"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-11","5.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-12","3.20"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-01","7.44"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-02","3.17"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-03","2.35"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-04","4.37"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-05","2.73"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-06","1.03"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-07","5.23"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-08","1.54"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-09","6.10"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-10","10.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-11","2.19"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-12","5.71"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-01","2.34"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-02","1.29"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-03","4.68"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-04","3.46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-05","2.64"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-06","1.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-07","0.63"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-08","3.02"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-09","1.02"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-10","1.78"
